,size,ni,zscore,leverage,prloss,chgdt,cfo,liquidity,mkbk,litigate,reportlag,priorgc,newequity,newdebt,dependence,indexpert,tenure,big4,rf_model
369,1.135265606,-19.183,31.71145047,3.043059126,1,0.0,-5.254820051,0.235861183,0.0,0,91,0,4.2718509000000005,0.0,0.0,0,0.693147181,0,False
391,1.4993998069999999,-3.5439999999999996,1.306268685,0.5624023220000001,1,0.0,-0.299620451,0.020763563,0.0,0,563,0,1.4163875869999998,0.516856441,0.0,0,0.693147181,0,False
390,-0.616186139,-1.074,11.59908915,2.6907407410000004,1,0.0,-1.185185185,0.092592593,0.0,0,364,0,0.0,0.0,0.0,0,0.693147181,0,False
389,3.03778551,-13.77,-1.3550886340000001,0.309314924,1,0.0,-0.550457836,0.6761110309999999,0.0,0,192,0,0.0,0.0,0.0,0,0.693147181,1,False
388,1.8086165859999999,-2.6039999999999996,-0.35881097799999995,1.1179941,1,0.0,0.151098001,0.020976729,0.0,0,170,0,0.0,0.0,0.0,0,0.693147181,1,False
387,2.288384744,-5.646,-0.7507538090000001,0.42123947700000003,1,0.0,-0.38310173399999997,0.648747337,0.0,0,237,0,2.4944720559999998,0.0,0.0,0,0.693147181,1,False
386,1.048721519,-3.65,2.574933096,1.024176594,1,0.0,-0.39523475799999996,0.18290119100000002,0.0,0,135,0,0.0,0.0,0.0,0,0.693147181,1,False
385,-1.358679194,-0.061,-2.8475974180000003,1.284046693,1,0.0,0.280155642,0.058365759,0.0,0,384,0,19.31906615,0.19455252899999997,0.0,0,0.693147181,0,False
384,3.1017125969999997,-15.405,-0.136297704,0.46537147,1,0.0,-0.527118187,0.603255981,0.0,0,111,0,1.455792409,0.0,0.0,0,0.693147181,1,False
383,2.1015698940000003,-3.867,-2.186188853,0.078004646,1,0.0,-0.36459224799999995,0.299180829,5.090836759,0,198,0,2.07727106,0.010759262,0.0,0,0.693147181,1,False
381,4.361300831,-23.767,-2.960617459,0.160670759,1,0.0,-0.047371712,0.731185952,9.542033481,0,90,0,0.0,0.0,0.0,0,0.693147181,1,False
380,-0.742337425,-10.692,97.29889829,0.157563025,1,0.0,-2.464285714,0.50210084,292.4486284,0,88,0,21.74579832,0.0,0.0,0,0.693147181,0,False
379,2.937679342,-13.875,-0.956643749,0.27013565100000003,1,0.0,-0.547212802,0.53555532,0.0,0,69,0,1.071905468,0.042708775,0.0,0,0.693147181,1,False
378,4.7020790869999995,-20.160999999999998,-3.5443847,0.11160325300000001,1,0.0,-0.095338368,0.497876125,13.59757254,0,87,0,0.317664464,0.0,0.0,0,0.693147181,1,False
377,1.5847353000000002,-0.946,-3.4517321830000003,0.9327593279999999,1,0.0,-0.17691676899999997,0.006765068000000001,10.08384146,1,107,0,1.372488725,0.0,0.0,0,0.693147181,0,False
376,4.629199164,-55.721000000000004,-1.83122682,0.7393978440000001,1,0.0,-0.24681740100000002,0.04913503599999999,0.0,0,191,0,0.44950796600000004,0.0,0.0,0,0.693147181,1,False
375,7.108511697999999,-26.705,-3.8348007980000003,0.28291201899999996,1,0.0,0.020960021000000002,0.595324328,12.13650989,1,87,0,0.550972858,0.09571906699999999,0.0,0,0.693147181,1,False
374,4.171922697,-5.939,-3.6994790589999997,0.265114127,1,0.0,0.162924121,0.383960518,6.000419727000001,0,90,0,0.276172116,0.0,0.0,0,0.693147181,0,False
373,4.395707622,-21.653000000000002,-3.0863653060000003,0.093363912,1,0.0,-0.123893369,0.8393504479999999,11.84642867,0,67,0,0.34359202,0.036990456,0.0,0,0.693147181,1,False
372,5.20053363,7.752000000000001,-4.488760924,0.600179744,1,0.0,-0.031229152000000003,0.12632258,1.9803006269999999,0,107,0,0.07827136900000001,0.002051067,0.0,0,0.693147181,1,False
371,2.925846146,-17.012,-0.18420937,0.282091153,1,0.0,-0.6317426270000001,0.603592493,0.0,1,69,0,2.8858445039999996,0.0,0.0,0,0.693147181,1,False
370,5.900012415,2.8810000000000002,-4.488940155,0.034571364,1,0.0,-0.011976704,0.46897069399999997,16.92329622,1,235,0,0.490801059,0.0,1.0,1,0.693147181,1,False
345,5.748609238999999,-16.015,-4.001276383,0.19670824899999997,1,0.0,-0.020927223000000002,0.344543815,26.08368487,1,90,0,0.235126883,0.0,0.0,0,0.693147181,1,False
344,-0.606969484,-0.986,3.823754974,1.225688073,1,0.0,-1.029357798,0.499082569,-212.99349590000003,0,89,0,86.2733945,0.0,0.0,0,0.693147181,1,False
343,0.524728529,-4.135,11.55504137,1.2,1,0.0,-1.4609467459999999,0.508284024,-42.15029586,1,128,0,5.413609467000001,0.0,0.0,0,0.693147181,0,False
342,1.7020170940000001,-1.036,-1.766307522,0.34275296299999997,1,0.0,-0.220783956,0.23755697399999998,3.531289875,0,103,0,2.595077484,0.0,0.0,0,0.693147181,0,False
316,6.052460865,-189.627,-0.11614485599999999,0.493397749,1,0.0,-0.410282765,0.328412026,4.977047255,1,63,0,0.0,0.0,0.0,0,0.693147181,1,True
315,2.048337797,-3.972,-1.97022337,0.230818827,1,0.0,-0.320180529,0.486009026,3.718189438,0,378,0,0.0,0.0,0.0,0,0.693147181,0,False
314,1.306709882,-9.205,8.054029899,0.45966432100000004,1,0.0,-1.065240931,0.327287493,57.06613226,1,108,0,11.77558202,0.490525176,0.0,0,0.693147181,0,False
313,-1.897119985,-0.6729999999999999,15.90779062,7.02,1,0.0,0.073333333,0.0,0.0,0,161,0,84.94666667,0.0,0.0,0,0.693147181,0,False
312,0.9439058990000001,-1.985,0.99433119,1.554474708,1,0.0,-0.656031128,0.121789883,-47.3,0,104,0,0.0,0.0,1.0,1,0.693147181,0,False
